LEA Code,LEA Name,School Code,School Name,Enrolled,PK3,PK4,KG,01,02,03,04,05,06,07,08,09,10,11,12,Adult,Ungraded
1,District of Columbia Public Schools,280,Miner Elementary School,345,46,50,51,36,41,38,43,40,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,1015,Monroe School DC,10,0,0,0,0,0,0,0,0,0,2,0,4,1,2,1,0,0
1,District of Columbia Public Schools,285,Moten Elementary School,401,40,41,49,60,48,63,53,47,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,287,Murch Elementary School @ UDC,573,0,60,73,87,84,87,91,91,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,288,Nalle Elementary School,387,41,49,45,53,58,37,55,49,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,1183,New Beginnings Vocational Program DC,11,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0
1,District of Columbia Public Schools,1305,New Hope Treatment Center Rock Hill SC,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,District of Columbia Public Schools,1249,North Spring Behavioral Health Care Leesburg VA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,District of Columbia Public Schools,290,Noyes Elementary School,195,18,21,31,29,24,25,31,16,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,291,Orr Elementary School,404,39,51,49,60,57,46,48,54,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,292,Oyster-Adams Bilingual School,677,4,37,76,69,81,63,70,73,70,68,66,0,0,0,0,0,0
1,District of Columbia Public Schools,1189,Pathways Re-Entry at Friendly,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,District of Columbia Public Schools,1155,Pathways School Edgewood Silver Spring MD,7,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0
1,District of Columbia Public Schools,294,Patterson Elementary School,374,30,49,53,50,47,50,42,53,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,295,Payne Elementary School,315,38,34,41,45,34,42,42,39,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,301,Peabody Elementary School (Capitol Hill Cluster),227,60,80,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,478,"Phelps Architecture, Construction and Engineering High School",260,0,0,0,0,0,0,0,0,0,0,0,71,72,53,64,0,0
1,District of Columbia Public Schools,1018,PHILLIPS Programs for Children and Families/ PHILLIPS School ~ Fairfax,5,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0
1,District of Columbia Public Schools,1012,Phillips School Annandale Annandale VA,17,0,0,0,0,0,0,1,0,1,0,0,7,2,1,5,0,0
1,District of Columbia Public Schools,1013,Phillips School Laurel Laurel MD,13,0,0,0,0,0,0,0,0,0,1,1,6,2,1,2,0,0
1,District of Columbia Public Schools,299,Plummer Elementary School,375,28,39,47,51,55,47,59,49,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,300,Powell Elementary School,548,44,53,74,75,79,74,78,71,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,316,Randle Highlands Elementary School,325,34,46,35,43,44,48,32,43,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,302,Raymond Education Campus,589,41,58,76,66,48,56,57,53,39,52,43,0,0,0,0,0,0
1,District of Columbia Public Schools,1078,Reginald S Lourie Center Rockville MD,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,304,River Terrace Education Campus,137,0,0,0,0,0,7,4,9,7,13,7,0,0,0,0,0,90
1,District of Columbia Public Schools,436,Ron Brown College Preparatory High School,209,0,0,0,0,0,0,0,0,0,0,0,115,94,0,0,0,0
1,District of Columbia Public Schools,459,Roosevelt High School,698,0,0,0,0,0,0,0,0,0,0,0,215,217,122,127,0,17
1,District of Columbia Public Schools,456,Roosevelt STAY High School,515,0,0,0,0,0,0,0,0,0,0,0,125,60,79,67,184,0
1,District of Columbia Public Schools,305,Ross Elementary School,174,16,20,23,27,22,28,26,12,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,307,Savoy Elementary School,267,18,22,32,29,41,34,54,37,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,409,School Without Walls @ Francis-Stevens,473,40,46,38,36,40,44,44,44,51,46,44,0,0,0,0,0,0
1,District of Columbia Public Schools,466,School Without Walls High School,592,0,0,0,0,0,0,0,0,0,0,0,155,140,142,155,0,0
1,District of Columbia Public Schools,175,School-Within-School @ Goding,308,29,41,44,43,45,42,42,22,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,309,Seaton Elementary School,371,44,48,54,44,52,52,47,30,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,313,Shepherd Elementary School,364,29,40,45,55,58,43,49,45,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,3139,Silver Oak Academy,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,District of Columbia Public Schools,315,Simon Elementary School,274,20,25,31,39,32,38,38,51,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,322,Smothers Elementary School,252,32,44,36,39,21,28,31,21,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,427,Sousa Middle School,228,0,0,0,0,0,0,0,0,65,85,78,0,0,0,0,0,0
1,District of Columbia Public Schools,319,Stanton Elementary School,493,29,51,59,73,63,66,79,73,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,321,Stoddert Elementary School,438,0,20,80,79,71,76,64,48,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,428,Stuart-Hobson Middle School (Capitol Hill Cluster),422,0,0,0,0,0,0,0,0,146,144,132,0,0,0,0,0,0
1,District of Columbia Public Schools,324,Takoma Education Campus,473,33,43,46,38,48,54,43,56,38,42,32,0,0,0,0,0,0
1,District of Columbia Public Schools,3115,The Forbush School at Prince Georges County,6,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0
1,District of Columbia Public Schools,1081,The Foundation School at PG County,17,0,0,0,0,0,0,0,1,0,1,0,7,3,4,1,0,0
1,District of Columbia Public Schools,1159,The Pathways School Northwood,6,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1,District of Columbia Public Schools,325,Thomas Elementary School,384,34,43,61,52,57,40,46,51,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,326,Thomson Elementary School,308,32,34,44,42,43,36,45,32,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,327,Truesdell Education Campus,698,44,56,64,67,66,77,73,75,68,57,51,0,0,0,0,0,0
1,District of Columbia Public Schools,328,Tubman Elementary School,535,26,44,86,84,83,59,90,63,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,329,Turner Elementary School,463,34,51,51,70,68,56,68,65,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,330,Tyler Elementary School,525,58,72,74,72,61,61,61,66,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,331,Van Ness Elementary School,215,34,48,43,56,34,0,0,0,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,1021,Village Academy of Washington DC Prince Georges County,25,0,0,0,0,0,0,0,0,0,0,0,12,7,1,4,0,1
1,District of Columbia Public Schools,332,Walker-Jones Education Campus,435,37,47,41,52,48,40,51,36,24,28,31,0,0,0,0,0,0
1,District of Columbia Public Schools,474,Washington Metropolitan High School,195,0,0,0,0,0,0,0,0,0,0,32,75,41,37,10,0,0
1,District of Columbia Public Schools,333,Watkins Elementary School (Capitol Hill Cluster),428,0,0,0,85,83,90,89,81,0,0,0,0,0,0,0,0,0
1,District of Columbia Public Schools,336,West Education Campus,330,29,31,27,32,30,35,46,29,30,17,24,0,0,0,0,0,0
1,District of Columbia Public Schools,335,Wheatley Education Campus,324,31,35,40,21,28,25,45,29,28,24,18,0,0,0,0,0,0
1,District of Columbia Public Schools,338,Whittier Education Campus,325,26,30,35,30,38,32,35,33,22,22,22,0,0,0,0,0,0
1,District of Columbia Public Schools,463,Woodrow Wilson High School,1829,0,0,0,0,0,0,0,0,0,0,0,585,418,423,399,0,4
1,District of Columbia Public Schools,1264,Woods Services Residential Programs Langhorne PA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,District of Columbia Public Schools,861,Youth Services Center,52,0,0,0,0,0,0,0,0,0,0,3,35,12,2,0,0,0
116,E.L. Haynes PCS,1050,Chelsea School Hyattsville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,E.L. Haynes PCS,1206,E.L. Haynes PCS - Elementary School,348,44,46,50,52,52,52,52,0,0,0,0,0,0,0,0,0,0
116,E.L. Haynes PCS,1138,E.L. Haynes PCS - High School,430,0,0,0,0,0,0,0,0,0,0,0,136,96,117,81,0,0
116,E.L. Haynes PCS,146,E.L. Haynes PCS - Middle School,353,0,0,0,0,0,0,0,54,98,102,99,0,0,0,0,0,0
116,E.L. Haynes PCS,1044,Episcopal Center for Children DC,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116,E.L. Haynes PCS,3033,Frost School Oakmont Program Rockville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,E.L. Haynes PCS,1200,High Road of Maryland Lower School Prince George's County,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,E.L. Haynes PCS,1171,HRMD High Road Academy of Prince Georges County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,E.L. Haynes PCS,1079,Katherine Thomas School Rockville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,E.L. Haynes PCS,1184,Kennedy Krieger Montgomery County Campus Rockville MD,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,E.L. Haynes PCS,1070,Kingsbury Day School DC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
116,E.L. Haynes PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,E.L. Haynes PCS,1081,The Foundation School at PG County,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117,Eagle Academy PCS,1125,Eagle Academy PCS - Capitol Riverfront,166,40,36,35,24,16,15,0,0,0,0,0,0,0,0,0,0,0
117,Eagle Academy PCS,195,Eagle Academy PCS - Congress Heights,770,107,167,158,141,101,96,0,0,0,0,0,0,0,0,0,0,0
118,Early Childhood Academy PCS,138,Early Childhood Academy PCS,246,51,41,48,38,40,28,0,0,0,0,0,0,0,0,0,0,0
144,Elsie Whitlow Stokes Community Freedom PCS,159,Elsie Whitlow Stokes Community Freedom PCS,350,31,38,44,47,48,47,47,48,0,0,0,0,0,0,0,0,0
144,Elsie Whitlow Stokes Community Freedom PCS,1044,Episcopal Center for Children DC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Excel Academy PCS,1113,Excel Academy PCS,643,62,64,74,72,69,81,62,59,42,33,25,0,0,0,0,0,0
158,Excel Academy PCS,1013,Phillips School Laurel Laurel MD,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
158,Excel Academy PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Friendship PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0
120,Friendship PCS,1050,Chelsea School Hyattsville MD,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,Friendship PCS,1020,Childrens Guild Prince Georges Chillum MD,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,Friendship PCS,1044,Episcopal Center for Children DC,4,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
120,Friendship PCS,269,Friendship PCS - Armstrong,395,61,57,47,61,50,38,44,37,0,0,0,0,0,0,0,0,0
120,Friendship PCS,361,Friendship PCS - Blow Pierce Elementary School,387,63,73,69,68,60,54,0,0,0,0,0,0,0,0,0,0,0
120,Friendship PCS,362,Friendship PCS - Blow Pierce Middle School,242,0,0,0,0,0,0,65,64,40,41,32,0,0,0,0,0,0
120,Friendship PCS,363,Friendship PCS - Chamberlain Elementary School,377,57,55,67,65,69,64,0,0,0,0,0,0,0,0,0,0,0
120,Friendship PCS,364,Friendship PCS - Chamberlain Middle School,323,0,0,0,0,0,0,60,70,75,62,56,0,0,0,0,0,0
120,Friendship PCS,186,Friendship PCS - Collegiate Academy,685,0,0,0,0,0,0,0,0,0,0,0,173,137,185,190,0,0
120,Friendship PCS,268,Friendship PCS - Online,180,0,0,13,13,17,15,27,24,28,18,25,0,0,0,0,0,0
120,Friendship PCS,113,Friendship PCS - Southeast Academy,559,57,80,84,71,73,63,71,60,0,0,0,0,0,0,0,0,0
120,Friendship PCS,1164,Friendship PCS - Technology Preparatory High School,253,0,0,0,0,0,0,0,0,0,0,0,91,60,58,44,0,0
120,Friendship PCS,1124,Friendship PCS - Technology Preparatory Middle School,255,0,0,0,0,0,0,0,0,93,75,87,0,0,0,0,0,0
120,Friendship PCS,365,Friendship PCS - Woodridge Elementary School,297,49,53,51,54,43,47,0,0,0,0,0,0,0,0,0,0,0
120,Friendship PCS,366,Friendship PCS - Woodridge Middle School,218,0,0,0,0,0,0,46,47,51,43,31,0,0,0,0,0,0
120,Friendship PCS,3033,Frost School Oakmont Program Rockville MD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,Friendship PCS,1250,Harbor Point Behavioral Health,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,Friendship PCS,1054,Harbour School Annapolis Annapolis MD,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,Friendship PCS,1200,High Road of Maryland Lower School Prince George's County,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
120,Friendship PCS,1092,HRMD High Road Academy of Howard County,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
120,Friendship PCS,1139,HRMD High Road School of Southern Maryland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,Friendship PCS,1168,Kennedy Krieger Fairmont Campus Baltimore MD,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,Friendship PCS,1070,Kingsbury Day School DC,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
120,Friendship PCS,1066,Lt. Joseph P. Kennedy Institute,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
120,Friendship PCS,1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,Friendship PCS,1012,Phillips School Annandale Annandale VA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,Friendship PCS,1013,Phillips School Laurel Laurel MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,Friendship PCS,1021,Village Academy of Washington DC Prince Georges County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,Goodwill Excel Center PCS,297,Goodwill Excel Center PCS,358,0,0,0,0,0,0,0,0,0,0,0,305,0,0,53,0,0
180,Harmony DC PCS,245,Harmony DC PCS - School of Excellence,94,0,0,9,13,22,17,14,19,0,0,0,0,0,0,0,0,0
121,Hope Community PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,Hope Community PCS,1044,Episcopal Center for Children DC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,Hope Community PCS,131,Hope Community PCS - Lamond,288,40,59,31,46,34,32,25,21,0,0,0,0,0,0,0,0,0
121,Hope Community PCS,114,Hope Community PCS - Tolson,467,26,58,33,63,45,45,43,42,55,34,23,0,0,0,0,0,0
121,Hope Community PCS,1012,Phillips School Annandale Annandale VA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,Hope Community PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,Hope Community PCS,3115,The Forbush School at Prince Georges County,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Hope Community PCS,1081,The Foundation School at PG County,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
124,Howard University Middle School of Mathematics and Science PCS,115,Howard University Middle School of Mathematics and Science PCS,278,0,0,0,0,0,0,0,0,100,84,94,0,0,0,0,0,0
126,IDEA PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,IDEA PCS,1092,HRMD High Road Academy of Howard County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,IDEA PCS,163,IDEA PCS,306,0,0,0,0,0,0,0,0,0,0,0,93,85,72,56,0,0
126,IDEA PCS,1066,Lt. Joseph P. Kennedy Institute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,IDEA PCS,1183,New Beginnings Vocational Program DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,IDEA PCS,1013,Phillips School Laurel Laurel MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,IDEA PCS,1021,Village Academy of Washington DC Prince Georges County,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
127,Ideal Academy PCS,134,Ideal Academy PCS,289,22,24,39,34,25,29,32,25,24,16,19,0,0,0,0,0,0
173,Ingenuity Prep PCS,200,Ingenuity Prep PCS,496,75,75,70,71,69,68,68,0,0,0,0,0,0,0,0,0,0
173,Ingenuity Prep PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,Inspired Teaching Demonstration PCS,3064,Inspired Teaching Demonstration PCS,446,43,44,49,50,49,50,49,48,23,19,22,0,0,0,0,0,0
165,Inspired Teaching Demonstration PCS,1070,Kingsbury Day School DC,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,Inspired Teaching Demonstration PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
186,Kingsman Academy PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
186,Kingsman Academy PCS,3122,Devereux Massachusetts,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
186,Kingsman Academy PCS,1070,Kingsbury Day School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,Kingsman Academy PCS,267,Kingsman Academy PCS,252,0,0,0,0,0,0,0,0,14,17,15,68,60,51,27,0,0
186,Kingsman Academy PCS,1183,New Beginnings Vocational Program DC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
186,Kingsman Academy PCS,1155,Pathways School Edgewood Silver Spring MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
186,Kingsman Academy PCS,1021,Village Academy of Washington DC Prince Georges County,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,KIPP DC PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,1216,Devereux Georgia Treatment Network Kennesaw GA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,KIPP DC PCS,1171,HRMD High Road Academy of Prince Georges County,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
129,KIPP DC PCS,1051,Ivymount School Rockville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,KIPP DC PCS,116,KIPP DC - AIM Academy PCS,378,0,0,0,0,0,0,0,109,115,92,62,0,0,0,0,0,0
129,KIPP DC PCS,236,KIPP DC - Arts and Technology Academy PCS,347,129,116,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,1123,KIPP DC - College Preparatory Academy PCS,713,0,0,0,0,0,0,0,0,0,0,0,278,191,131,113,0,0
129,KIPP DC PCS,209,KIPP DC - Connect Academy PCS,325,110,114,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,1122,KIPP DC - Discover Academy PCS,351,107,118,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,1129,KIPP DC - Grow Academy PCS,321,108,115,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,3071,KIPP DC - Heights Academy PCS,461,0,0,0,127,121,108,105,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,189,KIPP DC - KEY Academy PCS,338,0,0,0,0,0,0,0,94,89,81,74,0,0,0,0,0,0
129,KIPP DC PCS,190,KIPP DC - Lead Academy PCS,405,0,0,0,106,100,107,92,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,132,KIPP DC - LEAP Academy PCS,198,101,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,242,KIPP DC - Northeast Academy PCS,330,0,0,0,0,0,0,0,79,91,82,78,0,0,0,0,0,0
129,KIPP DC PCS,1121,KIPP DC - Promise Academy PCS,520,0,0,112,115,99,95,99,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,237,KIPP DC - Quest Academy PCS,391,0,0,0,108,104,101,78,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,214,KIPP DC - Spring Academy PCS,410,0,0,0,111,102,98,99,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,243,KIPP DC - Valor Academy PCS,307,0,0,0,0,0,0,0,90,93,71,53,0,0,0,0,0,0
129,KIPP DC PCS,121,KIPP DC - WILL Academy PCS,321,0,0,0,0,0,0,0,91,81,71,78,0,0,0,0,0,0
129,KIPP DC PCS,1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,KIPP DC PCS,1078,Reginald S Lourie Center Rockville MD,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,KIPP DC PCS,1191,Ridge School of Montgomery County  Day Program Rockville MD,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,KIPP DC PCS,1081,The Foundation School at PG County,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,Latin American Montessori Bilingual PCS,193,Latin American Montessori Bilingual PCS,462,83,79,76,45,55,48,43,33,0,0,0,0,0,0,0,0,0
172,LAYC Career Academy PCS,104,LAYC Career Academy PCS,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0
177,Lee Montessori PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,Lee Montessori PCS,228,Lee Montessori PCS,177,44,43,29,24,18,12,7,0,0,0,0,0,0,0,0,0,0
132,Mary McLeod Bethune Day Academy PCS,135,Mary McLeod Bethune Day Academy PCS,458,85,65,45,42,34,34,35,39,26,24,29,0,0,0,0,0,0
133,Maya Angelou PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
133,Maya Angelou PCS,1215,Devereux Florida Viera Campus Viera FL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Maya Angelou PCS,1216,Devereux Georgia Treatment Network Kennesaw GA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,Maya Angelou PCS,1200,High Road of Maryland Lower School Prince George's County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,Maya Angelou PCS,1171,HRMD High Road Academy of Prince Georges County,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,Maya Angelou PCS,1079,Katherine Thomas School Rockville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,Maya Angelou PCS,1184,Kennedy Krieger Montgomery County Campus Rockville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,Maya Angelou PCS,1066,Lt. Joseph P. Kennedy Institute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,Maya Angelou PCS,101,Maya Angelou PCS - High School,170,0,0,0,0,0,0,0,0,0,0,0,53,47,47,23,0,0
133,Maya Angelou PCS,137,Maya Angelou PCS - Young Adult Learning Center,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
133,Maya Angelou PCS,1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,Maya Angelou PCS,1183,New Beginnings Vocational Program DC,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
133,Maya Angelou PCS,1021,Village Academy of Washington DC Prince Georges County,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,Meridian PCS,1044,Episcopal Center for Children DC,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,Meridian PCS,165,Meridian PCS,636,59,67,72,67,63,65,69,52,44,40,38,0,0,0,0,0,0
135,Meridian PCS,1094,St Johns Community Services Langley,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
184,Monument Academy PCS,1049,Accotink Academy Therapeutic Day School Springfield VA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,Monument Academy PCS,1044,Episcopal Center for Children DC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184,Monument Academy PCS,260,Monument Academy PCS,116,0,0,0,0,0,0,0,20,37,59,0,0,0,0,0,0,0
184,Monument Academy PCS,1013,Phillips School Laurel Laurel MD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,Mundo Verde Bilingual PCS,1046,Lab School of Washington DC,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171,Mundo Verde Bilingual PCS,3065,Mundo Verde Bilingual PCS,578,35,54,97,96,89,85,71,51,0,0,0,0,0,0,0,0,0
163,National Collegiate Preparatory PCHS,1049,Accotink Academy Therapeutic Day School Springfield VA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
163,National Collegiate Preparatory PCHS,1051,Ivymount School Rockville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,National Collegiate Preparatory PCHS,1015,Monroe School DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,National Collegiate Preparatory PCHS,1120,National Collegiate Preparatory PCHS,277,0,0,0,0,0,0,0,0,0,0,0,84,72,78,43,0,0
163,National Collegiate Preparatory PCHS,1013,Phillips School Laurel Laurel MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Paul PCS,1050,Chelsea School Hyattsville MD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,Paul PCS,1171,HRMD High Road Academy of Prince Georges County,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,Paul PCS,222,Paul PCS - International High School,480,0,0,0,0,0,0,0,0,0,0,0,143,151,105,81,0,0
138,Paul PCS,170,Paul PCS - Middle School,228,0,0,0,0,0,0,0,0,76,71,81,0,0,0,0,0,0
125,Perry Street Preparatory PCS,1044,Episcopal Center for Children DC,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
125,Perry Street Preparatory PCS,1054,Harbour School Annapolis Annapolis MD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
