Service Tag,System Family,System LOB,System Model,System Ship Date,Time from ship,System Description,Active Service Calls,Service Description,Service Type, Service Provider, Service Start Date,Service End Date,Days Remaining,Group Name,
J8D58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
BCD58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2018,07/13/2020,809,,
BCD58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
CDD58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2018,07/13/2020,809,,
CDD58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
D9558F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2018,07/13/2020,809,,
D9558F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
DBD58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2018,07/13/2020,809,,
DBD58F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
1S558F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2018,07/13/2020,809,,
1S558F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
31558F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2018,07/13/2020,809,,
31558F2,Latitude,Laptops,Latitude 13 3380 Laptop,07/12/2017,289,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/12/2017,07/12/2018,77,,
BP0G6V1,OptiPlex,Desktops & All-in-Ones,OptiPlex 990,07/13/2012,2114,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2013,07/13/2015,0,,
BP0G6V1,OptiPlex,Desktops & All-in-Ones,OptiPlex 990,07/13/2012,2114,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2012,07/13/2013,0,,
BP0G6V1,OptiPlex,Desktops & All-in-Ones,OptiPlex 990,07/13/2012,2114,,,Keep Your Hard Drive Service,KK,,07/13/2012,07/13/2015,0,,
1KFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
1KFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
1KFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
2D4G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
2D4G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
2D4G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
2GLG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
2GLG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
2GLG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
328G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
328G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
328G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
3D9M8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
3D9M8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
3D9M8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
41GJ8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
41GJ8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
41GJ8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
4DTN6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
4DTN6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
4DTN6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
5FWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
5FWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
5FWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
61WP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
61WP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
61WP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
90TF8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
90TF8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
90TF8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
BJFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
BJFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
BJFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
BRKG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
BRKG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
BRKG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
D69G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
D69G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
D69G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
G43G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
G43G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
G43G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
GH9M8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
GH9M8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
GH9M8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
G1WP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
G1WP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
G1WP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
GJXN6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
GJXN6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
GJXN6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
DQWP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
DQWP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
DQWP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
9KFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
9KFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
9KFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
1DWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
1DWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
1DWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
3HFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
3HFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
3HFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
5LSM8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
5LSM8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
5LSM8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
6LFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
6LFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
6LFG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
793G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
793G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
793G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
GKGG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
GKGG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
GKGG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
HMBH8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
HMBH8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
HMBH8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
HYVP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
HYVP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
HYVP6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
J0QG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
J0QG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
J0QG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
JP0H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
JP0H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
JP0H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
C83G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
C83G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
C83G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
DQ1H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
DQ1H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
DQ1H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
FJWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
FJWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
FJWG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
8PBH8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
8PBH8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
8PBH8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
9R1H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
9R1H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
9R1H8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
5N5P6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
5N5P6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
5N5P6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
1HSM8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
1HSM8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
1HSM8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
379G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
379G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
379G8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
FWQG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
FWQG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
FWQG8H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
JK5P6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/14/2018,07/14/2021,1175,,
JK5P6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Complete Care,CC,,07/14/2017,07/14/2021,1175,,
JK5P6H2,Latitude,Laptops,Latitude 5480/5488,07/13/2017,288,,,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),ND,,07/13/2017,07/13/2018,78,,
